index,name,address,sido,gungu
341,옥정지구점,"경기도 양주시  옥정동로 5길 49, 1층 1호",경기도,경기도
342,옥련점,인천광역시 연수구  청량로239번길 11,인천광역시,인천광역시
343,옥곡백천점,"경상북도 경산시  백천동로 7, 상기동 108호(백천동, 부영초록마을)",경상북도,경상북도
344,옥계구포점,경상북도 구미시  산호대로 25길 25-38,경상북도,경상북도
345,오창2산단점,충청북도 청주시청원구  2산단로185-1,충청북도,충청북도
346,오송점,충청북도 청주시흥덕구 만수길 14-4,충청북도,충청북도
347,오산중앙점,경기도 오산시  경기대로 333번길 31,경기도,경기도
348,오산신장점,경기도 오산시  오산로 348번길 3,경기도,경기도
349,오산대원점,경기도 오산시  오산로 198번길 29,경기도,경기도
350,오목천점,경기도 수원시권선구  오목천로 31,경기도,경기도
351,오라점,"제주도 제주시 오라삼동 2995-1, 지하",제주특별자치도,제주특별자치도
352,오금점,서울특별시 송파구  마천로 196,서울특별시,서울특별시
353,예산읍점,충청남도 예산군 예산읍 산성리 95-1번지 세광엔리치타워 상가동 108호,충청남도,충청남도
354,예산삽교읍점,충청남도 예산군 삽교읍 삽교로 88,충청남도,충청남도
355,영통2동점,경기도 수원시 영통구 영통2동 77-2번지,경기도,경기도
356,영통1동점,경기도 수원시 영통구 영통동 998-1번지,경기도,경기도
357,영천동부점,"경상북도 영천시  창신1길 42, 301동 1층 3호",경상북도,경상북도
358,영주휴천점,경상북도 영주시  지천로 108,경상북도,경상북도
359,영주대청점,부산광역시 중구  동영로 24,부산광역시,부산광역시
360,영주가흥점,경상북도 영주시 가흥동 1810-1,경상북도,경상북도
361,영암삼호점,"전라남도 영암군 삼호읍 삼호중앙로 234, 나동 1층",전라남도,전라남도
362,영동읍점,충청북도 영동군 영동읍 계산리 588-36,충청북도,충청북도
363,영덕읍점,경상북도 영덕군 영덕읍 남석리 23번지,경상북도,경상북도
364,영덕영해점,경상북도 영덕군 영해면 성내리 481-3,경상북도,경상북도
365,영덕강구점,경상북도 영덕군 강구면 강구시장길 40-6,경상북도,경상북도
366,연일유강점,경상북도 포항시남구 연일읍 생지리 244-1번지,경상북도,경상북도
367,연수교현점,충청북도 충주시  갱고개로 39,충청북도,충청북도
368,연수1동점,인천광역시 연수구  먼우금로 264번길 12,인천광역시,인천광역시
369,연산2호점,부산광역시 연제구 연산동 798-1,부산광역시,부산광역시
370,연산1동점,부산광역시 연제구 연산동 615-10,부산광역시,부산광역시
371,연무읍점,충청남도 논산시 연무읍 연무로 180-1,충청남도,충청남도
372,연남점,서울특별시 마포구  동교로 27길 91,서울특별시,서울특별시
373,역촌점,서울특별시 은평구  연서로 49,서울특별시,서울특별시
374,역삼2동점,"서울특별시 강남구  언주로 69길 16, 103호",서울특별시,서울특별시
375,역삼1동점,"서울특별시 강남구  역삼로 129 ,104호",서울특별시,서울특별시
376,역곡점,"경기도 부천시  부일로763번길 17, 1층 1호",경기도,경기도
377,여주점,경기도 여주시 여흥로 108,경기도,경기도
378,여의도1호점,서울특별시 영등포구 여의도동15-16 산정빌딩 105호,서울특별시,서울특별시
379,여월도당점,경기도 부천시 오정구 여월동 5번지 대원스카이빌 1층 11호,경기도,경기도
380,여수죽림점,전라남도 여수시 소라면 죽림중앙로 33,전라남도,전라남도
381,여수여천점,전라남도 여수시  망마로 102,전라남도,전라남도
382,여수여서점,전라남도 여수시  여문1로 28,전라남도,전라남도
383,여수봉산국동점,전라남도 여수시  어항로 27-1,전라남도,전라남도
384,여수미평점,전라남도 여수시  양지1길 6-14,전라남도,전라남도
385,여수문수점,전라남도 여수시  문수로 24,전라남도,전라남도
386,여수무선점,전라남도 여수시  화산1길 7,전라남도,전라남도
387,여수돌산점,전라남도 여수시 돌산읍 강남8길 15-34,전라남도,전라남도
388,여수관문점,전라남도 여수시 충무동 463-1번지,전라남도,전라남도
389,양평점,경기도 양평군 양평읍 양근로 235,경기도,경기도
390,양주삼숭고읍점,"경기도 양주시  부흥로 2094, TS푸른솔3차아파트 상가동",경기도,경기도
391,양주백석점,경기도 양주시 벡석읍 호명로 92,경기도,경기도
392,양주덕정점,경기도 양주시  고암길 154-12,경기도,경기도
393,양주덕계점,경기도 양주시 덕계동 473-4번지,경기도,경기도
394,양정염포점,울산광역시 북구  염포로 563,울산광역시,울산광역시
395,양재1동점,서울특별시 서초구 양재1동 110-5번지,서울특별시,서울특별시
396,양양점,강원도 양양군 양양읍 남문로15,강원도,강원도
397,양양낙산점,강원도 양양군 강현면 일출로31-10,강원도,강원도
398,양산신도시점,"경상남도 양산시  양주로 38, 1층 108호",경상남도,경상남도
399,양산신기북정점,"경상남도 양산시  북정로 116, 106호",경상남도,경상남도
400,양산석산점,"경상남도 양산시 동면 금오12길 4-5, 1층",경상남도,경상남도
401,양산서창점,경상남도 양산시 삼호동 142-3번지,경상남도,경상남도
402,양산범어점,경상남도 양산시 물금읍 범구로 17,경상남도,경상남도
403,양산물금점,"경상남도 양산시 물금읍 버들길 36, 1층",경상남도,경상남도
404,양산덕계점,경상남도 양산시  배움터길 20,경상남도,경상남도
405,양덕원점,강원도 홍천군 남면 양덕원2길 11,강원도,강원도
406,양구점,강원도 양구군 양구읍 중심로 184-1,강원도,강원도
407,야탑3동점,경기도 성남시분당구  벌말로 29번길 18,경기도,경기도
408,"야탑1,2동점","경기도 성남시분당구  판교로 443, 106-1,107-1호",경기도,경기도
409,압량조영점,경상북도 경산시 압량면 청운1로 89,경상북도,경상북도
410,압구정점,서울특별시 강남구 신사동 619-6번지,서울특별시,서울특별시
411,암사3동점,서울특별시 강동구 암사동 421-26번지,서울특별시,서울특별시
412,알펜시아점,강원도 평창군 대관령면 솔봉로 325,강원도,강원도
413,안양중앙시장점,경기도 안양시 만안구  냉천로 193번길 42 안양4동 711-120,경기도,경기도
414,안양박달점,경기도 안양시 만안구  박달로 506,경기도,경기도
415,안양관양점,경기도 안양시 동안구 관양1동 1386-18번지,경기도,경기도
416,안양7동점,"경기도 안양시 만안구  태평로 52번길 37, 지상 1층 110호",경기도,경기도
417,안성한경대점,경기도 안성시 석정동 343번지 우남상가 102호,경기도,경기도
418,안산한양대점,경기도 안산시 상록구  성안길78-1,경기도,경기도
419,안산초지점,경기도 안산시 단원구 초지동 742-9번지 메가쇼핑 113호,경기도,경기도
420,안산일동점,경기도 안산시 상록구 일동 88-2번지 102호,경기도,경기도
421,안산성포점,경기도 안산시 상록구 성포동 592-2번지 현대@상가 112동 107호,경기도,경기도
422,안산선부3동점,경기도 안산시 단원구 선부3동 1116-14번지,경기도,경기도
423,안동중앙점,"경상북도 안동시 신안동 퇴계로 152, 1층",경상북도,경상북도
424,안동용상점,경상북도 안동시  경동로 908,경상북도,경상북도
425,안동1호점,경상북도 안동시  경동로 349,경상북도,경상북도
426,아산탕정점,"충청남도 아산시 탕정면 명암리 939-10, 101호",충청남도,충청남도
427,아산장재점,"충청남도 아산시 배방읍 용연로 71, 103호",충청남도,충청남도
428,아산용화점,충청남도 아산시  온중로 39,충청남도,충청남도
429,아산신창점,충청남도 아산시 신창면 행목리 215-3,충청남도,충청남도
430,아산둔포테크노벨리점,충청남도 아산시 둔포면 석곡리 1797,충청남도,충청남도
431,아산권곡점,충청남도 아산시  번영로 171,충청남도,충청남도
432,쌍문점,서울특별시 도봉구  도봉로 125길 53,서울특별시,서울특별시
433,신흥약대점,경기도 부천시 원미구  약대동 118,경기도,경기도
434,신현점,"경기도 광주시 오포읍 능평리 태재로 111, 1층",경기도,경기도
435,신탄진점,대전광역시 대덕구  덕암로 255,대전광역시,대전광역시
436,신촌점,서울특별시 서대문구  연세로 42-32,서울특별시,서울특별시
437,신창신가점,광주광역시 광산구  신창로 86번길 7-9,광주광역시,광주광역시
438,신정4동점,서울특별시 양천구  오목로 130,서울특별시,서울특별시
439,신정3동점,서울특별시 양천구 신정3동 761-89번지 대승프라자 103호,서울특별시,서울특별시
440,신월성점,대구광역시 달서구 월배로 33길 27 (진천동),대구광역시,대구광역시
441,신월사파점,경상남도 창원시 의창구  원이대로 687,경상남도,경상남도
442,"신월3,5동점",서울특별시 양천구 신월5동 58-1번지,서울특별시,서울특별시
443,"신월2,4동점",서울특별시 양천구 신월동 500-11,서울특별시,서울특별시
444,신시가지점,제주도 서귀포시  신서귀로 43,제주특별자치도,제주특별자치도
445,신수점,"서울특별시 마포구  독막로 195, 101",서울특별시,서울특별시
446,신성점,대전광역시 유성구  신성로 66,대전광역시,대전광역시
447,신봉점,경기도 용인시 수지구 신봉동 50-2번지 뉴골드프라자 106호,경기도,경기도
448,신림동점,서울특별시 관악구  신림동길 27,서울특별시,서울특별시
449,신둔점,경기도 이천시 신둔면 증신로 561,경기도,경기도
450,신도림점,서울특별시 구로구  신도림로11길 45,서울특별시,서울특별시
451,신대지구점,전라남도 순천시 해룡면 신대리 2008-3,전라남도,전라남도
452,신대방1동점,서울특별시 동작구  신대방1길 16,서울특별시,서울특별시
453,신당역점,서울특별시 중구  다산로 39길 20,서울특별시,서울특별시
454,"신당3,4동점","서울특별시 중구  다산로32, 남산타운",서울특별시,서울특별시
455,신내1동점,서울특별시 중랑구 신내1동 398-4번지,서울특별시,서울특별시
456,신곡2동점,"경기도 의정부시  부용로210번길 17, 101호",경기도,경기도
457,신곡1동점,경기도 의정부시  발곡로 31번길 15,경기도,경기도
458,시흥월곶점,경기도 시흥시 월곶동 994-1번지 주영프라자 101호,경기도,경기도
459,시흥신천점,경기도 시흥시 신천동 378-7,경기도,경기도
460,시흥대야점,경기도 시흥시 대야동 475-11번지,경기도,경기도
461,시흥능곡점,"경기도 시흥시  능곡로 182, 신성프라자 107호",경기도,경기도
462,시흥5동점,서울특별시 금천구  금하로 731-7,서울특별시,서울특별시
463,시흥1동점,서울특별시 금천구  은행나무로 24,서울특별시,서울특별시
